resource_id,resource_pref_id,res,reslabel,res_np,res_np_date,resourcetype,qualification_np
http://purl.org/np/RAW164p4IuKApxRe8Lf9DR-XqvBQdT-DbsVUfa2bj7vMA#mmd-vocab,http://purl.org/np/RAW164p4IuKApxRe8Lf9DR-XqvBQdT-DbsVUfa2bj7vMA#mmd-vocab,mmd-vocab,MMD Vocabulary,http://purl.org/np/RAC8NZgMMAzyKidXDSt2hVtTmf4yyss8g4k2coudM_O80,2022-07-23T13:19:09.780000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAcP7J5D1XP5SYwcPErx6bOEzghBjPm4OzNkqRfzkSMRc
http://purl.org/np/RAW164p4IuKApxRe8Lf9DR-XqvBQdT-DbsVUfa2bj7vMA#mmd-vocab,http://purl.org/np/RAW164p4IuKApxRe8Lf9DR-XqvBQdT-DbsVUfa2bj7vMA#mmd-vocab,mmd-vocab,MMD Vocabulary,http://purl.org/np/RAW164p4IuKApxRe8Lf9DR-XqvBQdT-DbsVUfa2bj7vMA,2022-01-27T10:35:57+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RAZ5BW4-BYc98FsWczV_OtojJdGN4jN4MSd_okrzx4qCA#mmd,http://purl.org/np/RAZ5BW4-BYc98FsWczV_OtojJdGN4jN4MSd_okrzx4qCA#mmd,mmd,MET Norway Metadata Format Specification,http://purl.org/np/RAZ5BW4-BYc98FsWczV_OtojJdGN4jN4MSd_okrzx4qCA,2022-01-27T15:58:02+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RAZ5BW4-BYc98FsWczV_OtojJdGN4jN4MSd_okrzx4qCA#mmd,http://purl.org/np/RAZ5BW4-BYc98FsWczV_OtojJdGN4jN4MSd_okrzx4qCA#mmd,mmd,MET Norway Metadata Format Specification,http://purl.org/np/RAkDiflbmlLaitk9eM-XfyBMAupUHQYElypCfZyn-lZj0,2022-07-23T13:12:02.200000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAg0w095eRa3cW4bhvXBe7QUQFDoFw9PVPFb7a9NS_34k
http://purl.org/np/RAdSh5ktUccAF4b4ICTF-Pyh4_Mj2dqcS39rePAMh5dKQ#LWERIC-MetadataCatalogue,http://purl.org/np/RAdSh5ktUccAF4b4ICTF-Pyh4_Mj2dqcS39rePAMh5dKQ#LWERIC-MetadataCatalogue,LWERIC-MetadataCatalogue,LifeWatch ERIC Metadata Catalogue,http://purl.org/np/RAK6WNKgHuZeeDRLmK-ytkOSIY568U2JklD7p5AcsCQoQ,2023-04-25T03:07:56+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RAdSh5ktUccAF4b4ICTF-Pyh4_Mj2dqcS39rePAMh5dKQ#LWERIC-MetadataCatalogue,http://purl.org/np/RAdSh5ktUccAF4b4ICTF-Pyh4_Mj2dqcS39rePAMh5dKQ#LWERIC-MetadataCatalogue,LWERIC-MetadataCatalogue,LifeWatch ERIC Metadata Catalogue,http://purl.org/np/RAdSh5ktUccAF4b4ICTF-Pyh4_Mj2dqcS39rePAMh5dKQ,2022-02-16T12:23:38+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RAjwm4PxkZfZxR0q-ntQDUUt9f-_bubqyIsRJ1XzKNu84#DEIMS-SDR-REST-API,http://purl.org/np/RAjwm4PxkZfZxR0q-ntQDUUt9f-_bubqyIsRJ1XzKNu84#DEIMS-SDR-REST-API,DEIMS-SDR-REST-API,DEIMS-SDR-REST-API,http://purl.org/np/RAM821FBOidedRC2YQe3JR2oTcfQ626rSfOJxMnIh_nTE,2023-04-25T04:54:16+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RAjwm4PxkZfZxR0q-ntQDUUt9f-_bubqyIsRJ1XzKNu84#DEIMS-SDR-REST-API,http://purl.org/np/RAjwm4PxkZfZxR0q-ntQDUUt9f-_bubqyIsRJ1XzKNu84#DEIMS-SDR-REST-API,DEIMS-SDR-REST-API,DEIMS-SDR-REST-API,http://purl.org/np/RAjwm4PxkZfZxR0q-ntQDUUt9f-_bubqyIsRJ1XzKNu84,2022-02-07T10:36:03+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RAm-dPD2ACG4DgiL8dqinm2Se-ztJ-BlXWK10887O1Hfg#GEOMS,http://purl.org/np/RAm-dPD2ACG4DgiL8dqinm2Se-ztJ-BlXWK10887O1Hfg#GEOMS,GEOMS,GEOMS | Generic Earth Observation Metadata Standard,http://purl.org/np/RAOgsIE1YegP1iRxOGh8kwqHDj6NTTT3Evr15s2Wkkg3k,2023-01-09T09:33:10.124000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAPi4v_cMXKwSEpkgjaEGIi8uypJBR0TOcUAxwKg__Q9I
http://purl.org/np/RAm-dPD2ACG4DgiL8dqinm2Se-ztJ-BlXWK10887O1Hfg#GEOMS,http://purl.org/np/RAm-dPD2ACG4DgiL8dqinm2Se-ztJ-BlXWK10887O1Hfg#GEOMS,GEOMS,Generic Earth Observation Metadata Standard,http://purl.org/np/RAm-dPD2ACG4DgiL8dqinm2Se-ztJ-BlXWK10887O1Hfg,2022-01-28T08:17:37+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RApX2LBR50Ts23FkMFpqOAAPrMe2UHXmujndOZ-1X_uss#FAIR-EuMon,http://purl.org/np/RApX2LBR50Ts23FkMFpqOAAPrMe2UHXmujndOZ-1X_uss#FAIR-EuMon,FAIR-EuMon,FAIR-EuMon metadata schema for biodiversity monitoring,https://w3id.org/kpxl/pensoft/bdj/np/RAtuzc76l2n2_q4j6ORAT9WQRwMRoqYi1LFpATyRdZaTo,2024-08-01T06:52:27.751000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RApX2LBR50Ts23FkMFpqOAAPrMe2UHXmujndOZ-1X_uss#FAIR-EuMon,http://purl.org/np/RApX2LBR50Ts23FkMFpqOAAPrMe2UHXmujndOZ-1X_uss#FAIR-EuMon,FAIR-EuMon,FAIR-EuMon metadata schema for biodiversity monitoring,https://w3id.org/np/RAAqFWe-Ky8kggC4gIv-GAGbqltFahusFGRBnraQ_JiZk,2024-07-03T12:20:50+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,
http://purl.org/np/RAqODwHpiOXLZfReOEgWUIDs9hKSuCiQkMU7Of0J0OUGU#EDF,http://purl.org/np/RAqODwHpiOXLZfReOEgWUIDs9hKSuCiQkMU7Of0J0OUGU#EDF,EDF,EUROCHAMP Data Format,http://purl.org/np/RAZ0u8xhjgXLT1TTWaEqc09UZ7q8feekNTr3oyYMCtx1k,2022-07-20T17:29:14.443000+00:00,https://w3id.org/fair/fip/terms/Available-FAIR-Enabling-Resource,http://purl.org/np/RAz4xv0C3iv9W9y4xTF7NsShs0-N-69HOyHhWim1rFJXA
