"resource_id","resource_pref_id","res","reslabel","res_np","res_np_date"
"http://purl.org/np/RAESutxI_uSzDxudrQsj_lRPGbUyRUVB2M41F8gCEeR88#OpenID","http://purl.org/np/RAESutxI_uSzDxudrQsj_lRPGbUyRUVB2M41F8gCEeR88#OpenID","OpenID","OpenID Connect","http://purl.org/np/RAeqlXHjeny5i-ieex4bfgyb1cYGsF6m3Pi2B_QqdBanw",2022-07-24T17:22:35.335+02:00
"http://purl.org/np/RAESutxI_uSzDxudrQsj_lRPGbUyRUVB2M41F8gCEeR88#OpenID","http://purl.org/np/RAESutxI_uSzDxudrQsj_lRPGbUyRUVB2M41F8gCEeR88#OpenID","OpenID","OpenID Connect","http://purl.org/np/RAeqlXHjeny5i-ieex4bfgyb1cYGsF6m3Pi2B_QqdBanw",2022-07-24T15:22:35.335Z
"http://purl.org/np/RAEcm9qr9ROhFQCOpiQCLW0IruMF2e_8KEyyaozAfVJOI#BODC","http://purl.org/np/RAEcm9qr9ROhFQCOpiQCLW0IruMF2e_8KEyyaozAfVJOI#BODC","BODC","BODC - British Oceanographic Data Centre","http://purl.org/np/RAEcm9qr9ROhFQCOpiQCLW0IruMF2e_8KEyyaozAfVJOI",2022-10-24T13:27:38Z
"http://purl.org/np/RAEtVO3E0WtabDjzJlFmOgqxjl-3xkSITHl7T1QGtTC-4#hasset","http://purl.org/np/RAEtVO3E0WtabDjzJlFmOgqxjl-3xkSITHl7T1QGtTC-4#hasset","hasset","Humanities and Social Science Electronic Thesaurus (HASSET)","http://purl.org/np/RAEtVO3E0WtabDjzJlFmOgqxjl-3xkSITHl7T1QGtTC-4",2022-10-17T11:11:09Z
"http://purl.org/np/RAEvHo9HYgH4jIdtmo1L4VWnBDOp08RKng9RWCa6ZGdQ4#SDN_M_ID","http://purl.org/np/RAEvHo9HYgH4jIdtmo1L4VWnBDOp08RKng9RWCa6ZGdQ4#SDN_M_ID","SDN_M_ID","SDN-MID-Service | SeaDataNet Marine ID AAA service","http://purl.org/np/RAQTqFG5XHX_rWrNujYGkKwWA8vgOpZar2uGTuG0IY0Jw",2022-07-23T17:49:53.010+02:00
"http://purl.org/np/RAEvHo9HYgH4jIdtmo1L4VWnBDOp08RKng9RWCa6ZGdQ4#SDN_M_ID","http://purl.org/np/RAEvHo9HYgH4jIdtmo1L4VWnBDOp08RKng9RWCa6ZGdQ4#SDN_M_ID","SDN_M_ID","SDN-MID-Service | SeaDataNet Marine ID AAA service","http://purl.org/np/RAQTqFG5XHX_rWrNujYGkKwWA8vgOpZar2uGTuG0IY0Jw",2022-07-23T15:49:53.010Z
"http://purl.org/np/RAB-YR9Z7jf46oxQr1YvxikQ7j6stCgrYnVvDeLTGzATw#DANUBIUS_MLP","http://purl.org/np/RAEy1U4nP535HMsGzlWvnTuXh-feShBnh3jLgTJEtBCgg#DANUBIUS_MLP","DANUBIUS_MLP","DANUBIUS Preservation Policy","http://purl.org/np/RAEy1U4nP535HMsGzlWvnTuXh-feShBnh3jLgTJEtBCgg",2023-01-14T22:15:23.902+01:00
"http://purl.org/np/RAEy1U4nP535HMsGzlWvnTuXh-feShBnh3jLgTJEtBCgg#DANUBIUS_MLP","http://purl.org/np/RAEy1U4nP535HMsGzlWvnTuXh-feShBnh3jLgTJEtBCgg#DANUBIUS_MLP","DANUBIUS_MLP","DANUBIUS Preservation Policy","http://purl.org/np/RAEy1U4nP535HMsGzlWvnTuXh-feShBnh3jLgTJEtBCgg",2023-01-14T21:15:23.902Z
"http://purl.org/np/RAEyxv-N6UUwcftrUsZULWiaqeyjIA4DiMaYUAMJx9WI4#SEANOE","http://purl.org/np/RAEyxv-N6UUwcftrUsZULWiaqeyjIA4DiMaYUAMJx9WI4#SEANOE","SEANOE","SEANOE - SEA scieNtific Open data Edition","http://purl.org/np/RAEyxv-N6UUwcftrUsZULWiaqeyjIA4DiMaYUAMJx9WI4",2022-10-24T09:52:04Z
"http://purl.org/np/RAF1ANn-BCFop0OBMOC7S8NtG0y_xYhRX4tAu37XZVCo0#HTTPS","http://purl.org/np/RAF1ANn-BCFop0OBMOC7S8NtG0y_xYhRX4tAu37XZVCo0#HTTPS","HTTPS","HTTPS | Hypertext Transfer Protocol Secure","http://purl.org/np/RAQMemFusa3RG0PhZ7oY9uL-Io2ey339_Moj1zL2jwvTE",2023-03-25T09:50:40.074+01:00
"http://purl.org/np/RAF1ANn-BCFop0OBMOC7S8NtG0y_xYhRX4tAu37XZVCo0#HTTPS","http://purl.org/np/RAF1ANn-BCFop0OBMOC7S8NtG0y_xYhRX4tAu37XZVCo0#HTTPS","HTTPS","HTTPS | Hypertext Transfer Protocol Secure","http://purl.org/np/RAQMemFusa3RG0PhZ7oY9uL-Io2ey339_Moj1zL2jwvTE",2023-03-25T08:50:40.074Z
"http://purl.org/np/RANc-b5Y5hoW8OW4AGAYOZYLZWm0ER-ZLtHsyEkKkgzDA#HTTPS","http://purl.org/np/RAF1ANn-BCFop0OBMOC7S8NtG0y_xYhRX4tAu37XZVCo0#HTTPS","HTTPS","HTTPS | Hypertext Transfer Protocol Secure","http://purl.org/np/RAQMemFusa3RG0PhZ7oY9uL-Io2ey339_Moj1zL2jwvTE",2023-03-25T09:50:40.074+01:00
"http://purl.org/np/RAF52NKQCturaZMnb88a-BcWcGMVdhQf_9yw0dZt5I1TA#eduGAIN","http://purl.org/np/RAF52NKQCturaZMnb88a-BcWcGMVdhQf_9yw0dZt5I1TA#eduGAIN","eduGAIN","eduGAIN Interfederation Service","http://purl.org/np/RAD1ApLnJyUpgDbTGx-b1JBtguYM-Rk19BsFlWcBHH-0Q",2022-07-20T14:25:08.052+02:00
"http://purl.org/np/RAF52NKQCturaZMnb88a-BcWcGMVdhQf_9yw0dZt5I1TA#eduGAIN","http://purl.org/np/RAF52NKQCturaZMnb88a-BcWcGMVdhQf_9yw0dZt5I1TA#eduGAIN","eduGAIN","eduGAIN Interfederation Service","http://purl.org/np/RAD1ApLnJyUpgDbTGx-b1JBtguYM-Rk19BsFlWcBHH-0Q",2022-07-20T12:25:08.052Z
"http://purl.org/np/RAFO4Lu8kp5j6xTN5MZ3qRLO_yZkGCuefm0dzboWA9Ygo#WMS","http://purl.org/np/RAFO4Lu8kp5j6xTN5MZ3qRLO_yZkGCuefm0dzboWA9Ygo#WMS","WMS","WMS | Web Map Service","http://purl.org/np/RA_uSEOb2WwKhrxAhWKFO4qKolm6mcLcBKPlkD-1x4I7I",2022-07-23T16:34:45.979+02:00
"http://purl.org/np/RAFO4Lu8kp5j6xTN5MZ3qRLO_yZkGCuefm0dzboWA9Ygo#WMS","http://purl.org/np/RAFO4Lu8kp5j6xTN5MZ3qRLO_yZkGCuefm0dzboWA9Ygo#WMS","WMS","WMS | Web Map Service","http://purl.org/np/RA_uSEOb2WwKhrxAhWKFO4qKolm6mcLcBKPlkD-1x4I7I",2022-07-23T14:34:45.979Z
"http://purl.org/np/RAMMe3OxtCXfI5TWDUqSoGUHjguKUWh_pNdO8h8BkhxOc#WMS","http://purl.org/np/RAFO4Lu8kp5j6xTN5MZ3qRLO_yZkGCuefm0dzboWA9Ygo#WMS","WMS","WMS | Web Map Service","http://purl.org/np/RA_uSEOb2WwKhrxAhWKFO4qKolm6mcLcBKPlkD-1x4I7I",2022-07-23T16:34:45.979+02:00
"http://purl.org/np/RAFP-uWPTN5u2kPR8pYeIgdbwyP1_KYZgoogYIv0Wp-fQ#ROR","http://purl.org/np/RAFP-uWPTN5u2kPR8pYeIgdbwyP1_KYZgoogYIv0Wp-fQ#ROR","ROR","ROR | Research Organization Registry","http://purl.org/np/RAG6QURkgCCpJnr2Omx1dHA9j7AatPO4Kc1EIfhhg3LyE",2023-04-25T00:35:25Z
"http://purl.org/np/RAFmqYVBtOTURhXkRP0EHLqMV5HBXa5nrvHJS9SxTmwhg#DwC","http://purl.org/np/RAFmqYVBtOTURhXkRP0EHLqMV5HBXa5nrvHJS9SxTmwhg#DwC","DwC","Darwin Core Standard","http://purl.org/np/RAFmqYVBtOTURhXkRP0EHLqMV5HBXa5nrvHJS9SxTmwhg",2022-09-09T18:44:37Z
"http://purl.org/np/RADnfN_cyQ6HFAom-Rv1JigtRnCYi3566DMaPmhp4vR70#DCAT3","http://purl.org/np/RAFvNzVlN_M4tXWryXeM_9mk88rdcQ0Ct3_L-5YVlMarc#DCAT3","DCAT3","DCAT | Data Catalog Vocabulary Version 3","http://purl.org/np/RAse6lNAHQyotpGAt7cG75FPx6EvM4MSMau9CM8X6VtSA",2022-07-19T16:20:35.363+02:00
"http://purl.org/np/RAFvNzVlN_M4tXWryXeM_9mk88rdcQ0Ct3_L-5YVlMarc#DCAT3","http://purl.org/np/RAFvNzVlN_M4tXWryXeM_9mk88rdcQ0Ct3_L-5YVlMarc#DCAT3","DCAT3","DCAT | Data Catalog Vocabulary Version 3","http://purl.org/np/RAse6lNAHQyotpGAt7cG75FPx6EvM4MSMau9CM8X6VtSA",2022-07-19T16:20:35.363+02:00
"http://purl.org/np/RAFvNzVlN_M4tXWryXeM_9mk88rdcQ0Ct3_L-5YVlMarc#DCAT3","http://purl.org/np/RAFvNzVlN_M4tXWryXeM_9mk88rdcQ0Ct3_L-5YVlMarc#DCAT3","DCAT3","DCAT | Data Catalog Vocabulary Version 3","http://purl.org/np/RAse6lNAHQyotpGAt7cG75FPx6EvM4MSMau9CM8X6VtSA",2022-07-19T14:20:35.363Z
"http://purl.org/np/RAG4lvGYEn3Q0b1FGZW9y4Ccf_FjUGexwnPZwT3YTJXYc#ASCII","http://purl.org/np/RAG4lvGYEn3Q0b1FGZW9y4Ccf_FjUGexwnPZwT3YTJXYc#ASCII","ASCII","American Standard Code for Information Interchange ","http://purl.org/np/RAG4lvGYEn3Q0b1FGZW9y4Ccf_FjUGexwnPZwT3YTJXYc",2022-10-10T01:36:27Z
"http://purl.org/np/RAG7N37igxEgbXwiZDG3p5qaVmVloR7JNm2pxrv7WPHbk#DataCite_Metadata_Schema_Version_3_1","http://purl.org/np/RAG7N37igxEgbXwiZDG3p5qaVmVloR7JNm2pxrv7WPHbk#DataCite_Metadata_Schema_Version_3_1","DataCite_Metadata_Schema_Version_3_1","DataCite Metadata Schema Version 3.1","http://purl.org/np/RAOQ3iT6k_JCfwkreOvbcvQ38jUZcQZIalxAfabGQtZuU",2023-04-25T05:02:50Z
"http://purl.org/np/RAGAqZMETa6UkCriDtorwoxKXvusy3FaGs5y4udMOpvhg#SPARQL_endpoint","http://purl.org/np/RAGAqZMETa6UkCriDtorwoxKXvusy3FaGs5y4udMOpvhg#SPARQL_endpoint","SPARQL_endpoint","SPARQL (open) endpoint","http://purl.org/np/RAkU_Doo6GSAf3AkZUYOPh4PWLQhLxtO7uMlghodnEjMI",2023-04-25T06:38:21Z
"http://purl.org/np/RAGEWD7cYk4U9RmVAez1P5ePYvDbjjq93vIIS_Zpu1WHQ#ERDDAP","http://purl.org/np/RAGEWD7cYk4U9RmVAez1P5ePYvDbjjq93vIIS_Zpu1WHQ#ERDDAP","ERDDAP","ERDDAP data server","http://purl.org/np/RAGEWD7cYk4U9RmVAez1P5ePYvDbjjq93vIIS_Zpu1WHQ",2020-10-16T08:39:56.085Z
"http://purl.org/np/RAGU7fcmWADuNzEpP5ttJrTFOqbuuZP0rJ35JgdvZke2M#GEOSS_Portal","http://purl.org/np/RAGU7fcmWADuNzEpP5ttJrTFOqbuuZP0rJ35JgdvZke2M#GEOSS_Portal","GEOSS_Portal","GEOSS Portal | Global Earth Observation System of Systems Portal","http://purl.org/np/RAa9uACB-2-fE0qcFXKMlV2VPV3-0W_l4NKl7c-YnOrgc",2022-07-21T11:54:51.565+02:00
"http://purl.org/np/RAGU7fcmWADuNzEpP5ttJrTFOqbuuZP0rJ35JgdvZke2M#GEOSS_Portal","http://purl.org/np/RAGU7fcmWADuNzEpP5ttJrTFOqbuuZP0rJ35JgdvZke2M#GEOSS_Portal","GEOSS_Portal","GEOSS Portal | Global Earth Observation System of Systems Portal","http://purl.org/np/RAa9uACB-2-fE0qcFXKMlV2VPV3-0W_l4NKl7c-YnOrgc",2022-07-21T09:54:51.565Z
"http://purl.org/np/RAGVk8evrODJcvukhw3d74EG_DeKU90r9uyfUlHNAwlOI#eNM","http://purl.org/np/RAGVk8evrODJcvukhw3d74EG_DeKU90r9uyfUlHNAwlOI#eNM","eNM","eNanoMapper ontology","http://purl.org/np/RAGVk8evrODJcvukhw3d74EG_DeKU90r9uyfUlHNAwlOI",2022-10-06T12:25:37Z
"http://purl.org/np/RAGZ0czUkLyAUYla-ILFkpk2mhKddYFYX0wfr1nsAbb_E#aiida-ontology","http://purl.org/np/RAGZ0czUkLyAUYla-ILFkpk2mhKddYFYX0wfr1nsAbb_E#aiida-ontology","aiida-ontology","AiiDA Ontology","http://purl.org/np/RAGZ0czUkLyAUYla-ILFkpk2mhKddYFYX0wfr1nsAbb_E",2020-11-02T16:52:52.968Z
"http://purl.org/np/RAG_WQ6LruDpmtuhfQpS2IsIcf2gtSBTKJM9FbdCeg3z0#EMMO","http://purl.org/np/RAG_WQ6LruDpmtuhfQpS2IsIcf2gtSBTKJM9FbdCeg3z0#EMMO","EMMO","Elementary Multiperspective Material Ontology","http://purl.org/np/RAG_WQ6LruDpmtuhfQpS2IsIcf2gtSBTKJM9FbdCeg3z0",2022-10-06T12:36:44Z
"http://purl.org/np/RAFIxQ1s9VCjffU_1ddCq9qIrqdit4Hd8Yo0qACvDDesQ#DCAT-AP","http://purl.org/np/RAGhCnj_zKSZURRm5MgkkeLAnGfGYp3Bw_he3pYS4k0o4#DCAT-AP","DCAT-AP","DCAT-AP | Data Catalog Vocabulary Application Profile for Data Portals in Europe","http://purl.org/np/RAXSTAZxAoVgTvt5PEeX3uHuJsu2hH-djhrsYpU8-NiQA",2022-07-19T16:06:21.371+02:00
"http://purl.org/np/RAGhCnj_zKSZURRm5MgkkeLAnGfGYp3Bw_he3pYS4k0o4#DCAT-AP","http://purl.org/np/RAGhCnj_zKSZURRm5MgkkeLAnGfGYp3Bw_he3pYS4k0o4#DCAT-AP","DCAT-AP","DCAT-AP | Data Catalog Vocabulary Application Profile for Data Portals in Europe","http://purl.org/np/RAXSTAZxAoVgTvt5PEeX3uHuJsu2hH-djhrsYpU8-NiQA",2022-07-19T16:06:21.371+02:00
"http://purl.org/np/RAGhCnj_zKSZURRm5MgkkeLAnGfGYp3Bw_he3pYS4k0o4#DCAT-AP","http://purl.org/np/RAGhCnj_zKSZURRm5MgkkeLAnGfGYp3Bw_he3pYS4k0o4#DCAT-AP","DCAT-AP","DCAT-AP | Data Catalog Vocabulary Application Profile for Data Portals in Europe","http://purl.org/np/RAXSTAZxAoVgTvt5PEeX3uHuJsu2hH-djhrsYpU8-NiQA",2022-07-19T14:06:21.371Z
"http://purl.org/np/RAGoQWBxocetKl8nVgbtYJdBEoVv8T0f1h-hZkqFdkuOg#optimade-science","http://purl.org/np/RAGoQWBxocetKl8nVgbtYJdBEoVv8T0f1h-hZkqFdkuOg#optimade-science","optimade-science","optimade.science","http://purl.org/np/RAGoQWBxocetKl8nVgbtYJdBEoVv8T0f1h-hZkqFdkuOg",2020-11-03T21:36:08.054Z
"http://purl.org/np/RAGqjdDyxFOPhRgBDcnxTHHsKvC4o0wXVv-qezSsxJ_1s#ABCD","http://purl.org/np/RAGqjdDyxFOPhRgBDcnxTHHsKvC4o0wXVv-qezSsxJ_1s#ABCD","ABCD","Access to Biological Collection Data","http://purl.org/np/RAGqjdDyxFOPhRgBDcnxTHHsKvC4o0wXVv-qezSsxJ_1s",2020-10-05T09:24:15.987Z
"http://purl.org/np/RAGuPGk2eXLTK7tNmv7wnghVOuLbfGtDJr4XzOF_WbzUw#DAAI","http://purl.org/np/RAGuPGk2eXLTK7tNmv7wnghVOuLbfGtDJr4XzOF_WbzUw#DAAI","DAAI","DAAI | DiSSCo Federated Authentication and Authorization Infrastructure","http://purl.org/np/RARxhqTeBLnqeCaehZIfx3rNr8N66GfPPbMvbbK6U9Nqc",2022-07-19T13:34:56.559+02:00
"http://purl.org/np/RAGuPGk2eXLTK7tNmv7wnghVOuLbfGtDJr4XzOF_WbzUw#DAAI","http://purl.org/np/RAGuPGk2eXLTK7tNmv7wnghVOuLbfGtDJr4XzOF_WbzUw#DAAI","DAAI","DAAI | DiSSCo Federated Authentication and Authorization Infrastructure","http://purl.org/np/RARxhqTeBLnqeCaehZIfx3rNr8N66GfPPbMvbbK6U9Nqc",2022-07-19T11:34:56.559Z
"http://purl.org/np/RAGv90JSxsBhhVhdJq_6CtOrHCLBbAuMLdkhES3dkog8o#r3data","http://purl.org/np/RAGv90JSxsBhhVhdJq_6CtOrHCLBbAuMLdkhES3dkog8o#r3data","r3data","re3data | Registry of Research Data Repositories","http://purl.org/np/RAlMS06O1ybZUqangqEjq7IMcPhs74QeWPGc5PPIAiELY",2023-01-08T17:34:35.222+01:00
"http://purl.org/np/RAGv90JSxsBhhVhdJq_6CtOrHCLBbAuMLdkhES3dkog8o#r3data","http://purl.org/np/RAGv90JSxsBhhVhdJq_6CtOrHCLBbAuMLdkhES3dkog8o#r3data","r3data","re3data | Registry of Research Data Repositories","http://purl.org/np/RAlMS06O1ybZUqangqEjq7IMcPhs74QeWPGc5PPIAiELY",2023-01-08T16:34:35.222Z
"http://purl.org/np/RAsAQp1rWRVptTJdwJk6Qhx7Eb5OOlqF2nT22pMq8tO4c#r3data","http://purl.org/np/RAGv90JSxsBhhVhdJq_6CtOrHCLBbAuMLdkhES3dkog8o#r3data","r3data","re3data | Registry of Research Data Repositories","http://purl.org/np/RAlMS06O1ybZUqangqEjq7IMcPhs74QeWPGc5PPIAiELY",2023-01-08T17:34:35.222+01:00
"http://purl.org/np/RACrvLASRt5sEn2F72v2bcVydalNrVgt92Y1s1R7JjW74#BCO","http://purl.org/np/RAGxEMqk8e7spUBwWFBahAsyKhK1S_11df7EAEyHsRdnE#OBO-BCO","OBO-BCO","OBO-BCO|OBO Foundry Biological Collections Ontology","http://purl.org/np/RAGxEMqk8e7spUBwWFBahAsyKhK1S_11df7EAEyHsRdnE",2022-01-22T10:38:41.855+01:00
"http://purl.org/np/RAGxEMqk8e7spUBwWFBahAsyKhK1S_11df7EAEyHsRdnE#OBO-BCO","http://purl.org/np/RAGxEMqk8e7spUBwWFBahAsyKhK1S_11df7EAEyHsRdnE#OBO-BCO","OBO-BCO","OBO-BCO|OBO Foundry Biological Collections Ontology","http://purl.org/np/RAGxEMqk8e7spUBwWFBahAsyKhK1S_11df7EAEyHsRdnE",2022-01-22T09:38:41.855Z
"http://purl.org/np/RAGxugwVCKErDw8TCtPpRiTcygzWXxKRwMEJc4jUyYw-I#CESSDATC","http://purl.org/np/RAGxugwVCKErDw8TCtPpRiTcygzWXxKRwMEJc4jUyYw-I#CESSDATC","CESSDATC","CESSDA Topic Classification","http://purl.org/np/RAGxugwVCKErDw8TCtPpRiTcygzWXxKRwMEJc4jUyYw-I",2022-11-14T14:09:19Z
"http://purl.org/np/RAH83UzI4tu1U-fGFwChaAP_j9mRLXEFuDozw9tuEoTPs#PE","http://purl.org/np/RAH83UzI4tu1U-fGFwChaAP_j9mRLXEFuDozw9tuEoTPs#PE","PE","Parthenos Entities","http://purl.org/np/RAQWPnVTkiVRY9SjkTL0E7pA7ZmgSRLkuLYePDZo9gJtA",2022-07-24T17:35:18.499+02:00
"http://purl.org/np/RAH83UzI4tu1U-fGFwChaAP_j9mRLXEFuDozw9tuEoTPs#PE","http://purl.org/np/RAH83UzI4tu1U-fGFwChaAP_j9mRLXEFuDozw9tuEoTPs#PE","PE","Parthenos Entities","http://purl.org/np/RAQWPnVTkiVRY9SjkTL0E7pA7ZmgSRLkuLYePDZo9gJtA",2022-07-24T15:35:18.499Z
"http://purl.org/np/RAHC1N3OmWfxkzq9ojr0KB1Ahi_QxDJhcYhh8jV8EEpmo#eLTER_DataSpec_Draft","http://purl.org/np/RAHC1N3OmWfxkzq9ojr0KB1Ahi_QxDJhcYhh8jV8EEpmo#eLTER_DataSpec_Draft","eLTER_DataSpec_Draft","eLTER_Data_Specification_Draft","http://purl.org/np/RA5zXCKx_HEApU56V3IycWcwIvR2ZNT9_Qje0RBInBILo",2023-04-24T20:17:00Z
"http://purl.org/np/RAo-Rh9VVNAPx01gr5SoJrmgxwZH6l9rt7tpWPhnVWRH0#eLTER_DataSpec_Draft","http://purl.org/np/RAHC1N3OmWfxkzq9ojr0KB1Ahi_QxDJhcYhh8jV8EEpmo#eLTER_DataSpec_Draft","eLTER_DataSpec_Draft","eLTER_Data_Specification_Draft","http://purl.org/np/RA5zXCKx_HEApU56V3IycWcwIvR2ZNT9_Qje0RBInBILo",2023-04-24T20:17:00Z
"http://purl.org/np/RAHJ9cM0CoOneaICPqeKqUCyzZaWsUvfYUoKSuJUmCaVg#AODN","http://purl.org/np/RAHJ9cM0CoOneaICPqeKqUCyzZaWsUvfYUoKSuJUmCaVg#AODN","AODN","AODN - Australian Ocean Data Network","http://purl.org/np/RAHJ9cM0CoOneaICPqeKqUCyzZaWsUvfYUoKSuJUmCaVg",2022-10-24T13:24:53Z
"http://purl.org/np/RAHVnrZlPl9csSKUN6aAoV38TLwVMBmvoq1UyB6aNNasM#AnaEE_MLP","http://purl.org/np/RAHVnrZlPl9csSKUN6aAoV38TLwVMBmvoq1UyB6aNNasM#AnaEE_MLP","AnaEE_MLP","AnaEE Metadata Preservation Policy","http://purl.org/np/RAoBsd1BfVwcbsQbwmLiDQ9Jm-E1QMh8bZT-5ItBS-MHU",2023-01-14T20:49:40.530+01:00
"http://purl.org/np/RAHVnrZlPl9csSKUN6aAoV38TLwVMBmvoq1UyB6aNNasM#AnaEE_MLP","http://purl.org/np/RAHVnrZlPl9csSKUN6aAoV38TLwVMBmvoq1UyB6aNNasM#AnaEE_MLP","AnaEE_MLP","AnaEE Metadata Preservation Policy","http://purl.org/np/RAoBsd1BfVwcbsQbwmLiDQ9Jm-E1QMh8bZT-5ItBS-MHU",2023-01-14T19:49:40.530Z
"http://purl.org/np/RAHgNhdw0SHzh4shMFkGkKnqEDgSzBP_R-CQFe1P8KW64#NP_MPP","http://purl.org/np/RAHgNhdw0SHzh4shMFkGkKnqEDgSzBP_R-CQFe1P8KW64#NP_MPP","NP_MPP","NP_MPP | Metadata preservation policy for nanopublications","http://purl.org/np/RAHgNhdw0SHzh4shMFkGkKnqEDgSzBP_R-CQFe1P8KW64",2023-03-29T03:09:43.362Z
"http://purl.org/np/RAHhtIXC4y5LJrWPwN9tLEILCL11g0ZwFD140PzcAmw-g#periodo","http://purl.org/np/RAHhtIXC4y5LJrWPwN9tLEILCL11g0ZwFD140PzcAmw-g#periodo","periodo","PeriodO Gazeteer","http://purl.org/np/RAHhtIXC4y5LJrWPwN9tLEILCL11g0ZwFD140PzcAmw-g",2022-10-17T11:28:08Z
"http://purl.org/np/RA7FnGHfhXPlsPoMg8cZ4RK90VYsBUw2ayQpfvU6V2wPk#MIDS","http://purl.org/np/RAHk1D8hVVkw8HDG3Hl__mfkKIZ5KWLR9-yru2ZEPsvMM#MIDS","MIDS","MIDS | Minimum Information Standard for Digital Specimens","http://purl.org/np/RAbU1Pg-kRI2F3QhWMONgqzQf9bkDSh4B_SbkLy3d-0UY",2023-01-09T23:31:12.504+01:00
"http://purl.org/np/RAHk1D8hVVkw8HDG3Hl__mfkKIZ5KWLR9-yru2ZEPsvMM#MIDS","http://purl.org/np/RAHk1D8hVVkw8HDG3Hl__mfkKIZ5KWLR9-yru2ZEPsvMM#MIDS","MIDS","MIDS | Minimum Information Standard for Digital Specimens","http://purl.org/np/RAbU1Pg-kRI2F3QhWMONgqzQf9bkDSh4B_SbkLy3d-0UY",2023-01-09T23:31:12.504+01:00
"http://purl.org/np/RAHk1D8hVVkw8HDG3Hl__mfkKIZ5KWLR9-yru2ZEPsvMM#MIDS","http://purl.org/np/RAHk1D8hVVkw8HDG3Hl__mfkKIZ5KWLR9-yru2ZEPsvMM#MIDS","MIDS","MIDS | Minimum Information Standard for Digital Specimens","http://purl.org/np/RAbU1Pg-kRI2F3QhWMONgqzQf9bkDSh4B_SbkLy3d-0UY",2023-01-09T22:31:12.504Z
"http://purl.org/np/RAhvG5yCBvlWCVooFzSJczMG8o3g-ubfPZhzyUIUfCEQE#MIDS","http://purl.org/np/RAHk1D8hVVkw8HDG3Hl__mfkKIZ5KWLR9-yru2ZEPsvMM#MIDS","MIDS","MIDS | Minimum Information Standard for Digital Specimens","http://purl.org/np/RAbU1Pg-kRI2F3QhWMONgqzQf9bkDSh4B_SbkLy3d-0UY",2023-01-09T23:31:12.504+01:00
"http://purl.org/np/RAHnYCTXETOPdodAxj529HZ2tEVOPJGrctaGSfelBGrLA#NetCDF_CF_SDN","http://purl.org/np/RAHnYCTXETOPdodAxj529HZ2tEVOPJGrctaGSfelBGrLA#NetCDF_CF_SDN","NetCDF_CF_SDN","NETCDF CF format SeaDataNet profile","http://purl.org/np/RAHnYCTXETOPdodAxj529HZ2tEVOPJGrctaGSfelBGrLA",2020-10-16T09:21:41.882Z
"http://purl.org/np/RAHxe3t3igz_6Z1A9q4akKGFQi82--2KtahJqSsCsuza8#SeaDataNet_metadata_services","http://purl.org/np/RAHxe3t3igz_6Z1A9q4akKGFQi82--2KtahJqSsCsuza8#SeaDataNet_metadata_services","SeaDataNet_metadata_services","SeaDataNet metadata directories","http://purl.org/np/RAHxe3t3igz_6Z1A9q4akKGFQi82--2KtahJqSsCsuza8",2020-10-16T09:08:43.886Z
"http://purl.org/np/RAI2HKWjtdHQKR00pDJ5f0K5y7Kw2y_p-BvlmIZeq8_3A#netCDF_CF1.7","http://purl.org/np/RAI2HKWjtdHQKR00pDJ5f0K5y7Kw2y_p-BvlmIZeq8_3A#netCDF_CF1.7","netCDF_CF1.7","netCDF CF-1.7","http://purl.org/np/RAI2HKWjtdHQKR00pDJ5f0K5y7Kw2y_p-BvlmIZeq8_3A",2020-11-26T18:11:19.330Z
"http://purl.org/np/RAI5H7C3InFS06Bn4-B30JtHrAj6dcNf_5a2QnLvNscGk#FOAF","http://purl.org/np/RAI5H7C3InFS06Bn4-B30JtHrAj6dcNf_5a2QnLvNscGk#FOAF","FOAF","FOAF|FOAF Vocabulary Specification 0.99","http://purl.org/np/RAI5H7C3InFS06Bn4-B30JtHrAj6dcNf_5a2QnLvNscGk",2022-01-22T21:04:41.260Z
"http://purl.org/np/RAI5tedeFifNVnCiKFFGHShT8wQ-wu4AGp6brTp9iGsPI#DAAI","http://purl.org/np/RAI5tedeFifNVnCiKFFGHShT8wQ-wu4AGp6brTp9iGsPI#DAAI","DAAI","DiSSCo Federated Authentication and Authorization Infrastructure","http://purl.org/np/RAI5tedeFifNVnCiKFFGHShT8wQ-wu4AGp6brTp9iGsPI",2020-10-05T09:41:46.973Z
"http://purl.org/np/RAIDhFMgKCXCLNy9zQLH78uNDEzCaqxQ7E6KIPdifB72g#Python-Programming-Library-ICOSCP","http://purl.org/np/RAIDhFMgKCXCLNy9zQLH78uNDEzCaqxQ7E6KIPdifB72g#Python-Programming-Library-ICOSCP","Python-Programming-Library-ICOSCP","Python programming library ICOSCP","http://purl.org/np/RA6N9bBr-evQ0e5eW2E9hUOelNsDfNt3gt45IxmrvYHX8",2023-04-24T21:04:49Z
"http://purl.org/np/RAIKz5-yaWCQL-N3X_YawaGdOJFn4DfVNcExYpBJLQjn0#openDS","http://purl.org/np/RAIKz5-yaWCQL-N3X_YawaGdOJFn4DfVNcExYpBJLQjn0#openDS","openDS","openDS | Open Digital Specimen","http://purl.org/np/RA4IeyJWXWY4o4Wka4Sekxwv37fG10T9aIEz3-u59nAJk",2023-01-08T16:22:27.240+01:00
